허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
한밭야구장,3,6,중구,"대전광역시 중구 대종로 373, 한밭야구장 89머1606 (부사동)",대전광역시 중구 부사동 209-1,36.3173370007,127.4280138234,1,10000000원,2020-04-17,2020-12-31,야구 비시즌,18:30,20:30,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,치킨 외,대전 중구청 위생과,042-606-6106,2020-09-04,3650000,대전광역시 중구
중문해수욕장주차장,2,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 색달동 2950-23,,,1,0,2015-05-07,2020-04-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
남항대교 하부,8,부산광역시,영도구,,부산광역시 영도구 영선2동 186-71,35.08212632,129.0390876,2,"460,350",2021-01-27,2023-01-26,연중무휴,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,,영도구청,051-419-4653,2021-03-16,3280000,부산광역시 영도구
중앙체육공원,04,전라북도,익산시,전라북도 익산시 하나로 322,전라북도 익산시 어양동 52,35.9497295074,126.9861273792,1,14300,2016-10-06,2019-10-05,무,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,,전라북도 익산시,063-859-4692,2021-03-18,4680000,전라북도 익산시
남광주시장,99,광주광역시,동구,광주광역시 동구 제봉로7,광주광역시 동구 학동55,35.1389375,126.9218722,9,0,2016-09-09,2019-01-16,월요일+화요일+수요일+목요일,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,주류,광주광역시 동구,062-608-2463,2020-09-04,3590000,광주광역시 동구
아시아문화전당,1,광주광역시,동구,광주광역시 동구 문화전당로38,광주광역시 동구 광산동 13,35.14691559,126.9199945,8,0,2017-08-24,2019-08-17,월요일+화요일+수요일+목요일,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,주류,광주광역시 동구,062-608-2463,2020-09-04,3590000,광주광역시 동구
곡성세계장미축제장,2,전라남도,곡성군,전라남도 곡성군오곡면 기차마을로 232,,35.2775326543,127.3082864723,,"일 20,000원",2020-05-22,2020-06-07,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,곡성군청,061-360-8635,2020-07-10,4860000,전라남도 곡성군
곡성심청축제장,2,전라남도,곡성군,전라남도 곡성군오곡면 기차마을로 232,,35.2775326543,127.3082864723,,0,2019-10-03,2019-10-06,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,곡성군청,061-360-8635,2020-07-10,4860000,전라남도 곡성군
인천대학교 BTL생활원 부속시설,6,인천광역시,연수구,"인천광역시 연수구 아카데미로 119, 인천대학교 BTL생활원 부속시설",인천광역시 연수구 송도동12-1,37.3778557116,126.6325052950,1,-,2018-04-24,2023-02-01,"토요일,일요일",10:00,19:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,미래행복(주),032-556-4503,2020-07-09,3520000,인천광역시 연수구
인천송도국제캠핑장,8,인천광역시,연수구,인천광역시 연수구 지식기반로 60,인천광역시 연수구 송도동221-2,37.3615808115,126.6458775369,2,-,2020-07-07,2020-10-31,월요일,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,(주)공공스토리사업단,032-673-1458,2020-07-09,3520000,인천광역시 연수구
위덕대학교 학교주차장,6,경상북도,경주시,경상북도 경주시 강동면 동해대로 261,경상북도 경주시 강동면 유금리 525,36.01610965,129.2825922,,문의,2018-04-01,2029-12-31,월요일+수요일+목요일+금요일+토요일+일요일,11:00,19:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경주시,054-760-1037,2020-06-30,5050000,경상북도 경주시
대덕구노인종합복지회관,8,대전광역시,대덕구,대전광역시 대덕구 계족로740번길 80 (읍내동),,36.3782583557,127.4314387090,,0,2020-02-06,2020-12-31,토요일+일요일+공휴일,10:30,14:30,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,대전광역시 대덕구,042-608-6893,2020-04-29,3680000,대전광역시 대덕구
신대노인종합복지관,8,대전광역시,대덕구,대전광역시 대덕구 회덕로22번길 5 (신대동),,36.3987504146,127.4204582192,,0,2020-02-06,2020-12-31,토요일+일요일+공휴일,10:30,14:30,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,대전광역시 대덕구,042-608-6893,2020-04-29,3680000,대전광역시 대덕구
문화체육회관,03,10,양구군,강원도 양구군 양구읍 양록길23번길 17,강원도 양구군 양구읍 상리 505,38.1083030,127.9843733,2,0,2017-07-10,2019-12-31,0,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,(재)양구군시설관리사업단,033-480-2772,2019-06-12,4320000,강원도 양구군
레포츠공원,03,10,양구군,,강원도 양구군 양구읍 상리 397-1,38.062397,127.585441,2,0,2017-07-10,2019-12-31,0,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,(재)양구군시설관리사업단,033-480-2772,2019-06-12,4320000,강원도 양구군
테니스파크,03,10,양구군,강원도 양구군 양구읍 함춘로 102,강원도 양구군 양구읍 하리 439,38.1170017,127.9886572,2,0,2017-07-10,2019-12-31,0,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,(재)양구군시설관리사업단,033-480-2772,2019-06-12,4320000,강원도 양구군
용하체육관,03,10,양구군,강원도 양구군 남면 정중앙로 624-18,강원도 양구군 남면 용하리 418,38.1088637,128.0352438,2,0,2017-07-10,2019-12-31,0,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,(재)양구군시설관리사업단,033-480-2772,2019-06-12,4320000,강원도 양구군
청춘체육관,03,10,양구군,강원도 양구군 양구읍 함춘로 64,강원도 양구군 양구읍 하리 434-1,38.1142268367,127.987115967,2,0,2019-03-27,2019-12-31,0,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,(재)양구군시설관리사업단,033-480-2772,2019-06-12,4320000,강원도 양구군
솔오름주차장,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2142-14,,,1,60000원,2019-02-08,2021-01-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
솔오름주차장,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2142-14,,,1,60000원,2019-02-13,2021-01-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
솔오름주차장,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2142-7,,,1,79000원,2018-12-14,2020-11-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
솔오름전망대,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2150-1,,,1,105000원,2019-03-08,2021-02-28,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
솔오름전망대,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2150-1,,,1,105000원,2019-03-22,2021-02-28,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
솔오름전망대,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2150-1,,,1,105000원,2019-04-03,2021-02-28,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
경부선연곡졸음쉼터내영업허용장소,7,충청남도,천안시,,충청남도 천안시 서북구 입장면 연곡리 243-5,36.95431265,127.1830068,1,"최초6개월미부과,이후6개월은 푸드트럭사업 사용료를 운영종료시 일할계산",2020-01-13,2021-01-12,연중무휴,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,주류,천안시 서북구청 환경위생과,041-521-6323,2020-12-17,4490000,충청남도 천안시
대명리조트,1,충청남도,천안시,충청남도 천안시 동남구 성남면 종합휴양지로 200,충청남도 천안시 동남구 성남면 용원리 672,36.75731116,127.2240958,1,매출액의22,2018-07-02,2099-01-01,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,,천안시 동남구청 환경위생과,041-521-4324,2020-12-17,4490000,충청남도 천안시
덕풍천 자전거 휴게소 내,5,경기도,하남시,,경기도 하남시 신장동 244,37.549601,127.219011,2,0,2020-08-16,2021-08-15,연중무휴,12:00,18:00,12:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,하남시 건설과,031-790-6457,2020-12-04,4040000,경기도 하남시
풍산근린2호공원,4,경기도,하남시,경기도 하남시 덕풍서로 21,경기도 하남시 덕풍동 776,37.55052835,127.2012278,1,0,2020-09-01,2021-08-31,연중무휴,12:00,18:00,12:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,하남시 공원녹지과,031-790-6252,2020-12-04,4040000,경기도 하남시
남해고속도로지수졸음쉼터,7,경상남도,진주시,,경상남도 진주시 지수면 금곡리 240-4,35.208321281,128.258276558,1,월 20-30만원,2016-07-01,2019-07-15,공휴일,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,주류,진주시,055-749-8674,2020-12-10,5310000,경상남도 진주시
영업자가 신청하여 지정하는 장소,99,경상남도,진주시,경상남도 진주시 모덕로127번길 6 (상대동),경상남도 진주시 상대동 319-2,35.18416483,128.111266,1,별도 사용료 없음,2020-04-07,2022-04-03,별도 휴무일 없음,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,주류,진주시,055-749-8674,2020-12-10,5310000,경상남도 진주시
도시공원,4,경상남도,진주시,"경상남도 진주시 남강로 1655 (초전동,초전공원내)",경상남도 진주시 초전동 1583-14,35.205654963,128.126341857,1,"연 50,820원",2020-09-23,2021-09-21,별도 휴무일 없음,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,주류,진주시,055-749-8674,2020-12-10,5310000,경상남도 진주시
커피화이트컵,99,충청북도,상당구,,충청북도 청주시 상당구 월오동 113-1,,,1,확인불가,2019-01-02,2020-12-31,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시상당구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
청남대별장푸드,99,충청북도,상당구,충청북도 청주시 상당구 문의면 회남문의로 1550,충청북도 청주시 상당구 문의면 괴곡리 266-1,36.5075343785,127.5227564562,1,확인불가,2019-04-15,2029-12-31,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시상당구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
흥부카페,99,충청북도,상당구,,충청북도 청주시 상당구 가덕면 병암리 95-5,,,1,확인불가,2020-02-11,2024-05-31,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시상당구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
츄로츄러스,8,충청북도,흥덕구,충청북도 청주시 흥덕구 오송읍 오송가락로 123 (오송역 서광장),,36.6204748261,127.3271434654,1,확인불가,2016-10-07,2029-12-31,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시흥덕구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
도담다방,8,충청북도,흥덕구,"충청북도 청주시 흥덕구 무심서로 857, 청주시차량등록사업소 1층 (신봉동)",,36.6637451659,127.4658131034,1,확인불가,2018-02-21,2023-02-28,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시흥덕구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
야미(Yummy),8,충청북도,흥덕구,"충청북도 청주시 흥덕구 오송읍 오송가락로 123, 오송역 일원동",,36.6204748261,127.3271434654,1,확인불가,2018-10-18,2029-12-31,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시흥덕구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
츄러스브로,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 2순환로 1004, 롯데아울렛 청주점 1층 정문광장호 (비하동)",,36.6451741075,127.4216434471,1,확인불가,2019-02-08,2029-12-31,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시흥덕구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
친환경스카이웨이주차장,08,02,동구,,부산광역시 동구 초량동 827-389 친환경스카이웨이주차장,,,1,176410,2016-12-15,2018-12-14,연중무휴,10:00,23:00,10:00,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시 동구청,051-440-4984,2019-08-23,3270000,부산광역시 동구
갈모봉산림욕장,99,경상남도,고성군,,경상남도 고성군 고성읍 이당리 653-2,34.976634,128.268569,1,0,2016-12-01,2018-11-30,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 고성군,055-670-2673,2020-07-10,5420000,경상남도 고성군
화진포관광지,2,강원도,고성군,강원도 고성군 거진읍 화진포길 280,강원도 고성군 거진읍 화포리 605번지,38.4725044072,128.4430193,1,없음,2015-10-27,2100-01-01,연중무휴,08:00,18:00,08:00,18:00,09:00,17:00,09:00,17:00,09:00,17:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,09:00,17:00,09:00,17:00,,고성군 보건소,033-680-3954,2020-07-10,4340000,강원도 고성군
기타장소,99,강원도,고성군,강원도 고성군 간성읍 건봉사로 330,강원도 고성군 간성읍 해상리 645번지,38.3873254512,128.4149482673,1,없음,2019-07-08,2100-01-01,연중무휴,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,,고성군 보건소,033-680-3954,2020-07-10,4340000,강원도 고성군
봉포리 상상마당,99,강원도,고성군,,강원도 고성군 토성면 봉포리 290번지 7호,38.2603941,128.5408803,1,없음,2020-06-15,2100-01-01,연중무휴,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,,고성군 보건소,033-680-3954,2020-07-10,4340000,강원도 고성군
평사리공원,4,경상남도,하동군,,경상남도 하동군 악양면 평사리 72-2,35.13538984,127.6912571,1,0,2018-07-01,2022-06-30,월요일,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,하동군,055-880-2355,2020-12-28,5440000,경상남도 하동군
신례천로옆,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 신례리 850-1,33.2858916981,126.6351597563,1,0,2019-11-25,2021-11-25,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
태풍센터근처,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 한남리 산76-1,,,1,0,2018-10-15,2020-10-15,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
의성마늘테마파크,4,경상북도,의성군,경상북도 의성군 의성읍 경북대로 5690,경상북도 의성군 의성읍 원당리 208-1,36.3513757211,128.6768142722,,23570원/년(번호2-5),2016-12-10,2018-12-09,이동영업(번호2-5),00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,경상북도 의성군 보건소,054-830-6171,2020-12-10,5150000,경상북도 의성군
의성종합운동장,3,경상북도,의성군,,경상북도 의성군 의성읍 중리리 549,36.3572844,128.6932898,,23570원/년(번호2-5),2016-12-10,2018-12-09,이동영업(번호2-5),00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,경상북도 의성군 보건소,054-830-6171,2020-12-10,5150000,경상북도 의성군
의성군농업기술센터,99,경상북도,의성군,,경상북도 의성군 봉양면 분토리 928,36.3230219789,128.6462093545,,23570원/년(번호2-5),2016-12-10,2018-12-09,이동영업(번호2-5),00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,경상북도 의성군 보건소,054-830-6171,2020-12-10,5150000,경상북도 의성군
의성조문국사적지,4,경상북도,의성군,,경상북도 의성군 금성면 대리리 377 - 2,36.2739594,128.668181,1,23570원/년(번호2-5),2018-12-10,2021-12-09,이동영업(번호2-5),00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,경상북도 의성군 보건소,054-830-6171,2020-12-10,5150000,경상북도 의성군
빙계군립공원,4,경상북도,의성군,,경상북도 의성군 춘산면 빙계리 896,36.2291709,128.756566,1,23570원/년(번호2-5),2020-07-13,2021-07-12,이동영업(번호2-5),00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,경상북도 의성군 보건소,054-830-6171,2020-12-10,5150000,경상북도 의성군
이월드,1,대구광역시,달서구,"대구광역시 달서구 두류공원로 200, 부메랑스낵 옆 (두류동)",대구광역시 달서구 두류동 산302-11,35.85485186,128.5648168,1,0,2020-01-02,2020-12-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,달서구청,053-667-3761,2021-03-24,3470000,대구광역시 달서구
온천공원,4,경기도,이천시,경기도 이천시 애련정로136번길 84,경기도 이천시 창전동 503,37.282172136,127.453705784,0,"연44,440원",2015-10-26,2018-10-25,연중무휴,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,20:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,,경기도 이천시청,031-645-3844,2021-03-25,4070000,경기도 이천시
농업테마파크,4,경기도,이천시,경기도 이천시 모가면 공원로 48,경기도 이천시 모가면 어농리 산28-4,37.17960797,127.4453087,0,"연127,820원",2019-03-08,2021-03-07,공원 휴장일,09:00,18:30,09:00,18:30,09:00,17:30,09:00,17:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,18:30,18:30,09:00,17:30,09:00,17:30,09:00,17:30,,경기도 이천시청,031-632-6607,2021-03-25,4070000,경기도 이천시
버닝웍,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 2순환로 1004, 롯데아울렛 청주점 (비하동)",,36.6451741075,127.4216434471,1,확인불가,2019-07-12,2029-12-31,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시흥덕구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
매튜516,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 2순환로 1004, 롯데아울렛 청주점 광장 1층 (비하동)",,36.6451741075,127.4216434471,1,확인불가,2019-10-10,2029-12-31,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시흥덕구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
대로식당,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 2순환로 1004, 롯데아울렛 청주점 1층 정문광장호 (비하동)",,36.6451741075,127.4216434471,1,확인불가,2020-01-22,2029-12-31,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시흥덕구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
이카 타코야끼,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 2순환로 1004, 롯데아울렛 청주점 (비하동)",,36.6451741075,127.4216434471,1,확인불가,2020-05-07,2029-12-31,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시흥덕구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
드롭탑 오송역 언더패스점,8,충청북도,흥덕구,,충청북도 청주시 흥덕구 오송읍 오송리 15-4,,,1,확인불가,2020-07-24,2025-03-31,상이함,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시흥덕구청,043-201-1972,2020-12-20,5710000,충청북도 청주시
서동생활공원,03,경상남도,의령군,경상남도 의령군 의령읍 의병로8길 44,경상남도 의령군 의령읍 서동리 543,35.31545351,128.2558931,1,"연 60,220원",2018-08-09,2023-08-08,연중무휴,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,주류,경상남도 의령군청,055-570-2633,2020-12-09,5390000,경상남도 의령군
경산생활체육공원,4,경상북도,경산시,"경상북도 경산시 남매로 100 (상방동, 경산생활체육공원 일원)",,35.82111713,128.7437733,1,0,2019-06-03,2021-05-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2020-12-14,5130000,경상북도 경산시
삼성현역사문화공원,1,경상북도,경산시,경상북도 경산시 남산면 삼성현공원로 59,,35.80168834,128.7966117,1,0,2017-11-09,2019-10-26,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2020-12-14,5130000,경상북도 경산시
경일대학교,6,경상북도,경산시,"경상북도 경산시 하양읍 가마실길 50, 경일대학교 학생회관 1층 앞주차장 18호관 편의점 앞 주차장",,35.91106895,128.8020451,1,0,2019-02-20,2020-02-29,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2020-12-14,5130000,경상북도 경산시
대구한의대학교,6,경상북도,경산시,"경상북도 경산시 한의대로 1, 대구한의대학교 (유곡동)",,35.79398805,128.7773243,1,0,2018-08-09,2019-12-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2020-12-14,5130000,경상북도 경산시
청성역사공원 지역,4,경기도,포천시,,경기도 포천시 군내면 하성북리 637-5,,,,일/325원,2017-07-27,2018-03-31,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,포천시,031-538-2358,2020-12-01,5600000,경기도 포천시
용평리조트,2,강원도,평창군,강원도 평창군 대관령면 올림픽로 715,강원도 평창군 대관령면 용산리 130,37.6509444362,128.7055568606,,0,2019-05-01,2030-12-31,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-11-25,4280000,강원도 평창군
